date	edition	section	page	length	head	hash	year	month
text595946	2016-04-02	朝刊	和歌山全県・１地方	25	641	入庁・入社式、決意新た　新年度スタート　／和歌山県	f357db74f9eea84efb80b99f68039844	2016	4
text595947	2016-04-02	朝刊	教育１	27	1649	（ｔｅｅｎｓ）社会に言いたい　毎日全力、１０代の声　塙佳憲さん、聖来さん	8760643b7bf893aa98b8281ecca5be81	2016	4
text595948	2016-04-02	朝刊	３社会	29	1523	（Ｍｅｄｉａ　Ｔｉｍｅｓ）「放送法とは」議論に熱　総務相の「停波」発言めぐり	4e6645450cad4306bcee0b2c2656abda	2016	4
text595949	2016-04-02	朝刊	２社会	30	2036	性的少数の子、もっと知って　文科省、教員向け手引公表	fe84a81fb4475e6f0afc8967299fdbe6	2016	4
text595950	2016-04-02	朝刊	２社会	30	751	政府は火消し、知事は不快感　オスプレイ計画、政務官発言　【西部】	098c648b6831aae5cb3590c39ddbf0bb	2016	4
text595951	2016-04-02	朝刊	１社会	31	1901	（不妊と向き合う：上）わが子、どうか授けて　治療１０年、重い負担　【大阪】	cb682cf64827eb82b61626eacb9e9f93	2016	4
text595952	2016-04-03	朝刊	１総合	1	575	Ｇ７外相、広島平和公園へ　１１日訪問　核保有の米英仏は初	ca60106769c49a7624ab2080238957c0	2016	4
text595953	2016-04-03	朝刊	グローブ２面	2	681	グローブ１８０号＜テロが「戦争」を変える＞変わる戦争のかたち	37ec74758f90a525b043061c2ca5c0e7	2016	4
text595954	2016-04-03	朝刊	グローブ２面	2	1841	グローブ１８０号＜テロが「戦争」を変える＞五輪も舞台、「軍事化」する都市	24d922318bd1988858aeff2c36fb05e5	2016	4
text595955	2016-04-03	朝刊	３総合	3	1771	（アベノミクス「分断」の現場：中）非正規、求人増えたけど給料は…	cd3e8757ee547ad682d2be06a335962a	2016	4
text595956	2016-04-03	朝刊	３総合	3	1643	（日曜に想う）首相のコツ、記者のコツ　編集委員・曽我豪	e71868db3e18510449790582fd9d85bb	2016	4
text595957	2016-04-03	朝刊	グローブ３面	3	1573	グローブ１８０号＜テロが「戦争」を変える＞安全か自由か、凍えるパリ	b702cd52ea08e1ca13a0ef0752af5737	2016	4
text595958	2016-04-03	朝刊	４総合	4	1177	（政治断簡）「言っても無駄」じゃなくなれば　編集委員・松下秀雄	19e87eb7e76c8d3fe9aeccb95b252b2e	2016	4
text595959	2016-04-03	朝刊	４総合	4	331	安倍首相、アルゼンチン大統領と会談	e7c4250a05ffa120762e4419929045c1	2016	4
text595960	2016-04-03	朝刊	４総合	4	740	増税延期巡り首相「適時適切に判断」	3520215f2b8ab7f0e08f3e4a4ff34578	2016	4
text595961	2016-04-03	朝刊	４総合	4	279	首相動静	c99747e48be15e108c92f6d4ab3a17d9	2016	4
text595962	2016-04-03	朝刊	４総合	4	1747	（考２０１６）選挙は意見交換、他者を知る機会　海野素央さん	b1429d294fadd268b84b5c4110ea061c	2016	4
text595963	2016-04-03	朝刊	グローブ５面	5	1607	グローブ１８０号＜テロが「戦争」を変える＞「対テロ」で軍隊化する警察	577b50746e1ffc7c90a4941d2f9b115c	2016	4
text595964	2016-04-03	朝刊	１外報	6	1102	難民送還開始へ　ギリシャからトルコ	2ad94dd863d2dcc9bfeee5d84ed379cb	2016	4
text595965	2016-04-03	朝刊	１外報	6	1042	中国、核保安関与強化へ　米との連携を強調　原発輸出戦略が背景	5ea5a4d06eb2a063fc056b932eec9cdc	2016	4
text595966	2016-04-03	朝刊	１外報	6	265	放送５９年、香港の民放に幕　亜州電視	1dbbb6111d40a9965d0d6d04d2aa793b	2016	4
text595967	2016-04-03	朝刊	東海経済	6	1390	（勝算あり）ＴＰＰ時代　日本酒、世界に売り込め　萬乗醸造　【名古屋】	5dc8beccea6e6876d4787cf64bc006b9	2016	4
text595968	2016-04-03	朝刊	グローブ６面	6	752	グローブ１８０号＜テロが「戦争」を変える＞インタビュー　戦争は始めやすくなっている　ピーター・シンガー〈国際政治学者〉	49979ef2adf251c38d2e0698c943b8f7	2016	4
text595969	2016-04-03	朝刊	グローブ６面	6	1581	グローブ１８０号＜テロが「戦争」を変える＞「世論」が兵器をハイテク化した	bb1fc17e4b8219f164eb05c1f6f81eb0	2016	4
text595970	2016-04-03	朝刊	グローブ６面	6	1183	グローブ１８０号＜テロが「戦争」を変える＞コストが生んだ変化	23007298d4bbf646fcf865d6c2d0de12	2016	4
text595971	2016-04-03	朝刊	グローブ７面	7	1800	グローブ１８０号＜テロが「戦争」を変える＞イラク戦争の見えない代償	0fcc8adf8876f650482297cc9f443a34	2016	4
text595972	2016-04-03	朝刊	オピニオン２	8	990	（社説）ハンセン病　違憲性を直視してこそ	c7347885d51ef07e612606f7cecb38ce	2016	4
text595973	2016-04-03	朝刊	グローブ８面	8	7855	グローブ１８０号＜Ｒｅ：ｓｅａｒｃｈ＞偏ってる私が見た偏らない世界　朝日新聞ＧＬＯＢＥ編集部・田玉恵美	3866ee7f433a0bba59f22ba11e3d466a	2016	4
text595974	2016-04-03	朝刊	読書２	12	926	（書評）『アメリカの排日運動と日米関係　「排日移民法」はなぜ成立したか』　簑原俊洋〈著〉	d34cf27e3ae3eca3e7e68b0a82e3abf8	2016	4
text595975	2016-04-03	朝刊	読書２	12	1235	（書評）『プラハの墓地』　ウンベルト・エーコ〈著〉	34046298697efb04e073446318a30ef7	2016	4
text595976	2016-04-03	朝刊	読書３	13	502	＜お知らせ＞５人の新書評委員、新企画も	35e57f56a3c9e344f861ce5ecc0572cc	2016	4
text595977	2016-04-03	朝刊	グローブ１４面	14	2937	グローブ１８０号＜世界の書店から＞パリ、北京	62d884119306f84a570638250f33eb9e	2016	4
text595978	2016-04-03	朝刊	グローブ１６面	16	1345	グローブ１８０号＜いまを読む＞戦争があぶり出す人間性　理解するため、撮り続ける　アンジェリーナ・ジョリー	dfc1811bb84c3eec3a4315caba56ae9f	2016	4
text595979	2016-04-03	朝刊	教育１	20	421	ニュースでＱ	d03c80731d63ee4a3741b2286751fcd6	2016	4
text595980	2016-04-03	朝刊	石川全県・１地方	21	392	野党候補一本化呼びかけ　いしかわ市民連合が発足　／石川県	f923ad4f03f46a39c192480d0da6c6b3	2016	4
text595981	2016-04-03	朝刊	東京四域・１地方	23	1606	公有財産落札、ネットに注目　全国から応札　／東京都	a045ca1fa34524dead2bae096009fb76	2016	4
text595982	2016-04-03	朝刊	青森全県・１地方	23	381	野党共闘「意表」　山崎氏が批判　自民県連総決起大会　／青森県	44748615436b4e9c940ec979b0428135	2016	4
text595983	2016-04-03	朝刊	長野東北信・１地方	23	651	参院選「長野で必ず当選を」　遊説の民進・岡田代表　／長野県	19737924b2c44c38874efc1f05c6e52b	2016	4
text595984	2016-04-03	朝刊	埼玉・１地方	23	367	野党共闘の実現、集会で市民議論　さいたま、参院選向け　／埼玉県	be9872ad22dabf25564a504c7d3bd987	2016	4
text595985	2016-04-03	朝刊	科学の扉	25	2322	（科学の扉）人新世　人類が地球を変える時代　プラスチック「現代の化石」	194cd39453ce919729c51efa78a31e96	2016	4
text595986	2016-04-03	朝刊	文化の扉	26	1951	（文化の扉）ニュースキャスター　哲学や志まで、伝え方に個性	1c19e39599a3fae0b5dc6b37b7633ec4	2016	4
text595987	2016-04-03	朝刊	熊本全県・１地方	31	620	（記者メール）投票に行きましたか？　／熊本県	a113032da54c09f7293fdfb18cdb6d4c	2016	4
text595988	2016-04-03	朝刊	１社会	33	601	首脳出迎えへ前倒し　東名阪道工事、あすから　伊勢志摩サミットあと５３日【名古屋】	b136e14cdaa9af9808333758c6c4086b	2016	4
text595989	2016-04-03	朝刊	１社会	35	1744	安保法反対、思い夏へ　「参院選で意思表示を」　「政治、自分たちのもの」　【西部】	bf6b336f1bd8a29fa9617d5f982d58e3	2016	4
text595990	2016-04-04	朝刊	１総合	1	458	（てんでんこ）防潮堤：１　衝撃　「創造的復興」行く先は	6b6c6a9f87074de1b2bde7feb8308ddb	2016	4
text595991	2016-04-04	朝刊	１総合	1	1581	使用済み核燃料、課税拡大　８市町村、２９億円収入　１７年度見通し	5fe41ec629d0a0c14a2881bfe998ad52	2016	4
text595992	2016-04-04	朝刊	１総合	1	988	租税回避地に関係会社　ウクライナ大統領・サウジ国王ら　資料に記載	58382c8a4169bbaae5bc08319f8df6b5	2016	4
text595993	2016-04-04	夕刊	１総合	1	157	「助けて」小さな叫び　ギリシャのシリア難民	96fd2cfa0bfdde110fe541c2d9c78ed0	2016	4
text595994	2016-04-04	夕刊	２総合	2	342	予算前倒し方針「あすの閣議で」　首相が表明	4d5ee30d1034418d92588c9179c18a97	2016	4
text595995	2016-04-04	朝刊	３総合	3	61	首相動静　３日	7daec22bd835b9e06fd1d35b12f9e063	2016	4
text595996	2016-04-04	朝刊	３総合	3	1853	（アベノミクス「分断」の現場：下）「ふるさと返礼」地道じゃダメ？	3893bd71cf128a72f1b52403fa0092f0	2016	4
text595997	2016-04-04	朝刊	３総合	3	651	ギリシャ支援、ＩＭＦの離脱示唆　幹部発言、ウィキリークス公開	6a981a39c54c3a0335d3b983641a2af8	2016	4
text595998	2016-04-04	朝刊	３総合	3	383	増税延期なら「首相は辞任を」　岡田代表、解散を牽制	9f4a73392a3dd0958b5f1090f4e993e6	2016	4
text595999	2016-04-04	夕刊	文化芸能	3	702	（評・舞台）松元ヒロ　ひとり立ち　不思議な話芸に引き込まれる	778b80241e050bf3cafc13ec16c14d73	2016	4
text596000	2016-04-04	朝刊	１経済	4	1436	（証言そのとき）経営、真っ向勝負：２　浅い審議、安保法懸念　生田正治さん	04220cf5aee7fcf254287c273e6bb83d	2016	4
text596001	2016-04-04	朝刊	１経済	4	3061	（にっぽんの負担）税制の攻防　農地の集積「アメとムチ」	938ed90fd4ed8b14b36e53abeff732ba	2016	4
text596002	2016-04-04	朝刊	１外報	6	1752	３０人死亡、停戦後最悪　アゼルバイジャン・アルメニア衝突	048c3f1cc2d95aca9cc376b6e41990bb	2016	4
text596003	2016-04-04	朝刊	１外報	6	308	ＩＳ地下牢、１５００人救出　イラク西部、一部奪還の都市	b940001fc9c128461fdd9add1293ded0	2016	4
text596004	2016-04-04	朝刊	１外報	6	263	（地球２４時）政府批判理由で？免職　リオ五輪の警備幹部	f3393c70de3214d6e7d65528a31a3089	2016	4
text596005	2016-04-04	朝刊	２外報	8	905	（ここに注目！）ミャンマー新政権　前途に元軍政トップの影	693b952fcacb595560e8e173d1fb6d5f	2016	4
text596006	2016-04-04	夕刊	２社会	10	677	「ザ・コーヴ」に映画で反論　日本人監督「学びながら作った」　【大阪】	90a61b3264e67a9df2d2b125e34378da	2016	4
text596007	2016-04-04	朝刊	山形・１地方	17	1678	（リポートやまがた）つや姫、海外顧客に勝機　ＪＡ全農山形、輸出先開拓へ　／山形県	51aad6ea80a5a87b13f0969a7336e860	2016	4
text596008	2016-04-04	朝刊	福島中会・１地方	17	566	支援打ち切り後、「住宅未定」７割　県、避難６０００世帯を調査　／福島県	360cd947607f989cef6e0099f9d6ba33	2016	4
text596009	2016-04-04	朝刊	青森全県・１地方	17	1823	（あおもり　探）国保財政、続く厳しさ　１４年度、３０市町村が赤字　／青森県	77539dde8721c539597f40b83d16b41e	2016	4
text596010	2016-04-04	朝刊	栃木全県・１地方	21	1545	新顔３氏、激戦火ぶた　矢板市長選が告示　／栃木県	f75fda54ec758974ddf0875731280160	2016	4
text596011	2016-04-04	朝刊	栃木全県・１地方	21	359	田野辺氏の必勝、結党大会で誓う　民進県連　参院選　／栃木県	e29ea6e824747cdac349f9fc36c161b0	2016	4
text596012	2016-04-04	朝刊	ちば首都圏・１地方	21	182	社民党県連合、小宮代表を再選　／千葉県	c925177b766f66b0e546acf2ad4fb097	2016	4
text596013	2016-04-04	朝刊	北海道総合	24	982	（対決　衆院５区補選）党代表・閣僚、支持訴え　岡田氏や丸川氏が選挙区入り／北海道	549fd374e65daf3a05410460db5c2239	2016	4
text596014	2016-04-04	朝刊	北海道総合	24	528	道総合開発計画、閣議決定　食関連産業の競争力強化　世界水準の観光地づくり／北海道	5495ed859979f7d55ce68b7d1bab57e2	2016	4
text596015	2016-04-04	朝刊	大阪市内・１地方	27	758	茨木市長選に３氏　／大阪府	f5663ec6a7202b02d68f462de3e85e07	2016	4
text596016	2016-04-04	朝刊	福岡・１地方	27	1734	（りぽーとＦＵＫＵＯＫＡ）里親と子、良い関係築くには　英で開発の研修、福岡で国内初開催／福岡県	ae9bb6ab639410db290004d29f0f98ae	2016	4
text596017	2016-04-04	朝刊	広島１・１地方	27	1339	福山市議選、４４人立候補　／広島県	e2d5fe11b9a3af7d99665ac7c4f5a4ad	2016	4
text596018	2016-04-04	朝刊	北摂・１地方	27	1823	茨木市長選が告示、現新３氏　市議補選も３氏の争い　／大阪府	388eb1806628d1654478bc605834b464	2016	4
text596019	2016-04-04	朝刊	富山全県・１地方	27	455	「野党共闘、立憲主義擁護を」　安保法廃止訴え、集会に６００人　／富山県	8c462e480d0bf269b27afff2a1121949	2016	4
text596020	2016-04-04	朝刊	京都市内・１地方	27	340	安倍政権を批判、憲法学者ら集会　下京、１１０人参加　／京都府	2ff3a38b4d7e270efc6c80985f95f6f2	2016	4
text596021	2016-04-04	朝刊	香川全県・１地方	27	1778	「舌と鼻」の達人、育成中　県産オリーブオイルの風味を鑑定　／香川県	0c0ecd5c094f6010c896999417ede396	2016	4
text596022	2016-04-04	朝刊	鹿児島全県・１地方	27	1506	（かごしま　聞きたい）明治維新記念事業を進める　吉満庄司さん　／鹿児島県	9ee11a17188ac7bf08062d41f102fbad	2016	4
text596023	2016-04-04	朝刊	２社会	30	876	租税回避地、日本からも　秘密ファイルに４００の人・企業　医師・実業家…資金移す計画	0818da5ff5619ec5d63459a1f2ca7148	2016	4
text596024	2016-04-04	朝刊	２社会	30	632	人身取引、昨年２６人保護　フィリピン人最多の１７人　法務省まとめ	8dbdc50e1b4548df399c800bfde35bdb	2016	4
text596025	2016-04-04	朝刊	２社会	30	798	浜岡原発の再稼働、推進派同士の対決　静岡・御前崎市長選告示	a1d18a5f1ba15d23d53860d6f09c11f4	2016	4
text596026	2016-04-04	朝刊	２社会	30	426	（核といのちを考える）チェルノブイリ・福島シンポ　浪江町長「風化と風評に悩む」【大阪】	9db188743425d93edbbd4f41a59e8da2	2016	4
text596027	2016-04-04	朝刊	１社会	31	2357	（つながる空の下　第４部：上）真剣勝負、俺たちのリング　障害者プロレスの「ドッグレッグス」	b242f2658f552d75f433862a77d3ba77	2016	4
text596028	2016-04-05	朝刊	１総合	1	900	難民、トルコへ送還開始　ギリシャから２０２人が到着	bb4451c219dec8e00fc6ece1311391d7	2016	4
text596029	2016-04-05	夕刊	１総合	1	1802	熱烈観桜　花見時期の中国客、急増　ネット活用、満開狙って各地へ	4ae9cc2745b97bb4be196c319bca2c83	2016	4
text596030	2016-04-05	朝刊	２総合	2	1756	消費増税、首相公約の重み　衆院解散時「再延期ない。断言する」	a4f4fb77bbc0c626d7dadfb6c9ad6c9e	2016	4
text596031	2016-04-05	夕刊	２総合	2	455	「弾劾はクーデター」　政府側、ルセフ氏擁護　ブラジル	0af1958b9894328c6aec2e6afd773aed	2016	4
text596032	2016-04-05	朝刊	３総合	3	1467	黒田緩和３年、上がらぬ物価　「ショック療法頼み限界」	90ecece3681d7c4e43ac8bf5e324f364	2016	4
text596033	2016-04-05	朝刊	３総合	3	2106	（考論　大阪のあした）交通網整備、優先順位は　森永卓郎氏×宇都宮浄人氏　【大阪】	f2dffe16fd466eb40d4df68f8f633d5b	2016	4
text596034	2016-04-05	朝刊	４総合	4	1163	（憲法を考える）自民改憲草案・前文：３　「経済による国の成長」に収斂	59f4cc2e8ae07e7764ba368ccfab7460	2016	4
text596035	2016-04-05	朝刊	４総合	4	596	首相動静　４日	fb3e48605f4c46469d9df8a78dd9bf23	2016	4
text596036	2016-04-05	朝刊	４総合	4	660	首相、イラン訪問検討　８月にも　昭恵夫人はＧＷに	4fed94fe17adb70cba01ab44102cdd8d	2016	4
text596037	2016-04-05	朝刊	４総合	4	1251	給付型奨学金、首相検討　参院選へ若者対策　対象者と財源課題	3f8ae903912c22ef97bccb2b57d5fbd1	2016	4
